Task,Priority,Tags,Created Date,Due Date,Alarm
Book flight tickets,Low,Work,2024-07-23,2024-09-06,True
Go to bank,Medium,Personal,2023-10-01,2024-08-02,True
Go to school,High,Personal,2024-01-10,2024-02-27,True
Buy birthday gift,High,Personal,2023-04-03,2024-04-25,False
Go to bank,Medium,Work,2023-07-31,2024-11-12,True
Take groceries,Medium,Work,2023-04-05,2023-11-18,True
Book flight tickets,High,Work,2024-02-26,2024-04-07,False
Visit doctor,Low,Personal,2023-08-30,2023-10-14,True
Write report,Medium,Work,2024-01-17,2024-11-21,False
Go to school,Low,Personal,2023-09-14,2024-06-09,True
Go to bank,High,Personal,2023-10-12,2024-11-01,True
Join gym session,Medium,Personal,2023-05-19,2023-05-25,False
Book flight tickets,Low,Work,2024-09-25,2024-10-13,False
Organize desk,High,Work,2024-10-08,2024-11-25,False
Take stationary,Low,Work,2023-08-21,2024-03-03,True
Take groceries,Low,Work,2023-02-24,2023-04-17,False
Read book,Medium,Personal,2023-02-26,2024-10-30,False
Call plumber,Low,Personal,2023-03-02,2024-12-06,True
Book flight tickets,High,Personal,2023-01-21,2024-04-30,False
Join gym session,High,Work,2023-12-04,2024-11-28,False
Attend seminar,Low,Work,2023-08-27,2024-08-25,False
Call plumber,Low,Work,2024-08-06,2024-10-01,False
Go to school,Low,Work,2024-01-18,2024-11-02,False
Go to school,Low,Personal,2023-11-24,2024-02-19,True
Work on project,Low,Work,2024-04-30,2024-12-10,True
Visit doctor,Low,Work,2023-01-28,2023-01-29,False
Work on project,Medium,Work,2023-11-02,2024-06-20,True
Attend seminar,Medium,Work,2024-01-07,2024-09-24,False
Send emails,Medium,Work,2024-06-12,2024-07-19,True
Attend seminar,High,Personal,2023-11-17,2024-03-07,False
Visit doctor,Medium,Work,2023-10-04,2024-04-03,False
Write report,Medium,Work,2023-06-15,2024-05-17,True
Go to school,Low,Work,2023-08-10,2024-06-15,True
Work on project,Low,Personal,2023-04-05,2023-12-13,True
Take groceries,High,Personal,2023-07-02,2024-12-06,True
Organize desk,High,Personal,2024-03-29,2024-09-25,False
Visit doctor,Low,Personal,2023-01-29,2023-11-17,True
Take groceries,Low,Work,2023-07-29,2024-08-31,True
Take groceries,Low,Personal,2023-05-31,2023-07-04,True
Join gym session,Low,Work,2023-02-04,2024-10-16,False
Take stationary,Medium,Personal,2023-09-30,2024-04-15,True
Complete meeting,Medium,Work,2023-07-17,2023-11-13,True
Work on project,Low,Work,2023-05-28,2023-08-05,False
Book flight tickets,Medium,Personal,2023-03-08,2023-12-05,False
Complete meeting,High,Personal,2024-08-01,2024-12-12,True
Go to bank,Medium,Work,2023-04-28,2024-08-23,False
Plan weekend trip,Medium,Work,2023-01-24,2024-11-05,True
Call plumber,Medium,Personal,2023-01-27,2024-12-15,True
Schedule car service,Medium,Work,2023-07-08,2024-05-07,False
Send emails,Medium,Personal,2023-02-15,2024-07-01,True
Write report,High,Work,2023-06-01,2024-11-12,False
Complete meeting,High,Personal,2023-01-06,2024-01-30,False
Visit doctor,Medium,Work,2023-11-13,2024-11-16,False
Go to school,Medium,Work,2023-06-11,2024-06-29,True
Organize desk,Medium,Personal,2023-11-18,2024-01-19,False
Renew library membership,Medium,Personal,2023-02-07,2024-04-02,True
Take groceries,High,Work,2023-06-07,2024-03-10,False
Write report,High,Personal,2023-07-10,2024-02-22,False
Send emails,Medium,Work,2023-05-26,2024-03-27,True
Write report,Low,Work,2023-06-26,2024-09-26,False
Plan weekend trip,Low,Personal,2023-01-30,2023-08-03,True
Organize desk,Low,Personal,2023-04-24,2023-07-30,True
Prepare presentation,High,Work,2023-02-10,2023-04-23,True
Renew library membership,Medium,Personal,2023-08-10,2024-07-13,True
Buy birthday gift,High,Work,2024-04-01,2024-04-09,False
Organize desk,Medium,Personal,2024-03-01,2024-06-04,False
Attend seminar,Medium,Work,2023-10-29,2024-10-26,True
Write report,Medium,Personal,2023-09-20,2024-11-04,True
Join gym session,High,Work,2023-06-12,2023-06-18,True
Work on project,Medium,Work,2024-07-01,2024-12-23,False
Complete meeting,Medium,Personal,2023-08-13,2023-11-13,True
Go to school,Low,Personal,2023-08-02,2024-05-24,False
Go to school,Low,Work,2024-09-11,2024-12-19,True
Take stationary,Low,Personal,2023-03-01,2023-03-23,False
Attend seminar,Medium,Work,2024-10-21,2024-12-20,False
Take groceries,High,Work,2023-03-26,2024-05-14,False
Go to school,High,Work,2023-04-22,2024-06-30,True
Prepare presentation,High,Work,2024-01-08,2024-07-28,False
Schedule car service,Low,Personal,2023-12-24,2024-07-27,True
Visit doctor,Medium,Work,2023-05-07,2024-04-15,False
Work on project,Low,Work,2024-01-12,2024-06-19,False
Plan weekend trip,Medium,Work,2023-10-10,2024-05-18,True
Go to bank,High,Personal,2023-01-04,2023-08-07,True
Take stationary,High,Work,2024-07-25,2024-11-05,False
Go to school,High,Work,2024-04-17,2024-12-30,False
Renew library membership,Medium,Work,2023-01-28,2024-01-04,False
Prepare presentation,High,Personal,2023-01-20,2024-09-01,False
Schedule car service,High,Work,2024-02-09,2024-11-24,True
Go to bank,Low,Personal,2023-10-01,2024-04-29,False
Renew library membership,Medium,Work,2023-02-04,2023-02-14,False
Complete meeting,Low,Work,2024-05-16,2024-09-17,True
Book flight tickets,Medium,Personal,2023-07-02,2024-07-03,True
Call plumber,Medium,Personal,2024-05-19,2024-10-30,False
Visit doctor,Low,Work,2023-06-18,2024-04-22,True
Send emails,Medium,Work,2023-08-11,2024-08-14,False
Attend seminar,Low,Work,2024-05-20,2024-12-16,True
Organize desk,Medium,Work,2023-03-03,2024-07-20,False
Complete meeting,Medium,Work,2024-04-26,2024-06-17,True
Read book,High,Personal,2023-01-08,2023-06-07,True
Call plumber,Medium,Personal,2023-02-01,2023-07-29,False
Plan weekend trip,Low,Personal,2023-06-11,2023-08-23,False
Complete meeting,Medium,Personal,2023-10-23,2024-07-21,True
Go to bank,Low,Work,2023-10-13,2024-08-12,False
Go to bank,High,Work,2023-03-06,2023-06-16,False
Take groceries,High,Work,2023-02-08,2024-07-30,True
Send emails,High,Personal,2024-07-18,2024-09-15,True
Send emails,Low,Personal,2023-03-29,2024-09-09,True
Go to bank,High,Personal,2023-04-10,2024-12-15,True
Schedule car service,Medium,Personal,2023-09-28,2024-03-10,True
Visit doctor,Low,Work,2023-02-09,2023-11-03,True
Prepare presentation,High,Work,2024-04-10,2024-05-14,False
Send emails,High,Work,2023-06-06,2024-07-20,True
Complete meeting,Low,Personal,2023-03-07,2023-06-07,False
Work on project,High,Work,2023-07-08,2024-05-21,False
Call plumber,Medium,Personal,2024-01-14,2024-03-10,False
Complete meeting,High,Work,2023-12-19,2024-10-17,True
Join gym session,Low,Personal,2023-03-30,2024-05-20,True
Book flight tickets,Medium,Work,2023-06-07,2024-10-27,False
Complete meeting,High,Work,2023-11-13,2023-12-13,False
Plan weekend trip,High,Work,2023-10-05,2024-06-21,False
Write report,Low,Personal,2023-11-06,2024-10-22,True
Renew library membership,Medium,Personal,2023-02-27,2024-03-05,True
Call plumber,High,Personal,2024-07-22,2024-10-29,False
Go to school,Low,Personal,2024-10-22,2024-12-10,True
Schedule car service,Low,Work,2023-04-23,2024-08-08,False
Prepare presentation,Medium,Work,2023-03-02,2023-05-23,False
Attend seminar,Low,Personal,2023-11-26,2024-11-01,False
Visit doctor,Medium,Work,2023-04-11,2024-07-13,False
Write report,Low,Personal,2023-02-01,2023-06-24,True
Renew library membership,Low,Work,2023-03-29,2023-04-25,True
Work on project,Low,Work,2024-02-14,2024-06-06,False
Schedule car service,Low,Personal,2023-07-25,2023-08-25,True
Buy birthday gift,Medium,Personal,2023-03-13,2023-12-19,False
Plan weekend trip,Medium,Work,2023-07-20,2023-08-24,True
Go to bank,Medium,Personal,2024-02-15,2024-12-27,False
Renew library membership,Low,Work,2023-04-29,2024-03-22,False
Plan weekend trip,Medium,Personal,2024-08-04,2024-09-21,True
Visit doctor,Medium,Personal,2023-06-12,2023-07-25,False
Complete meeting,Low,Work,2023-03-14,2023-06-29,False
Go to school,Medium,Personal,2023-07-24,2024-12-05,True
Work on project,High,Work,2024-04-01,2024-10-01,False
Send emails,Low,Personal,2023-04-15,2023-05-20,True
Plan weekend trip,Low,Work,2023-03-06,2023-10-10,True
Write report,Medium,Personal,2023-06-22,2024-05-20,False
Join gym session,Medium,Work,2023-06-13,2024-08-09,False
Buy birthday gift,Low,Personal,2024-05-02,2024-05-06,True
Read book,Medium,Personal,2024-01-21,2024-04-12,True
Call plumber,Low,Personal,2024-08-08,2024-08-17,True
Send emails,Medium,Personal,2023-01-19,2023-04-26,False
Work on project,High,Personal,2024-05-24,2024-12-17,False
Take groceries,Low,Personal,2023-08-24,2023-11-08,False
Renew library membership,Low,Work,2023-09-10,2024-11-20,False
Go to school,Medium,Work,2023-05-08,2023-11-18,False
Schedule car service,Medium,Work,2024-04-15,2024-05-14,True
Organize desk,Low,Work,2023-04-04,2024-05-11,False
Plan weekend trip,Medium,Work,2023-03-02,2024-02-13,True
Take stationary,High,Personal,2023-04-28,2024-07-20,True
Renew library membership,Medium,Personal,2024-08-09,2024-12-30,True
Book flight tickets,Low,Personal,2023-03-21,2023-03-26,False
Join gym session,Low,Work,2023-04-17,2023-06-21,False
Buy birthday gift,Medium,Personal,2023-11-03,2024-01-12,False
Schedule car service,Medium,Personal,2024-01-06,2024-09-18,True
Write report,High,Personal,2023-02-14,2023-07-18,True
Join gym session,High,Personal,2023-06-08,2024-07-12,True
Buy birthday gift,Low,Personal,2024-03-22,2024-04-16,False
Send emails,Medium,Personal,2024-01-08,2024-09-28,False
Renew library membership,Low,Personal,2024-03-16,2024-09-26,False
Plan weekend trip,Low,Personal,2023-07-01,2024-02-05,True
Prepare presentation,Medium,Personal,2024-05-25,2024-12-28,False
Book flight tickets,Low,Work,2024-06-18,2024-07-22,False
Go to school,High,Personal,2023-06-05,2023-08-29,True
Work on project,Low,Personal,2023-12-17,2024-12-04,True
Renew library membership,High,Work,2023-01-16,2024-07-30,False
Buy birthday gift,High,Personal,2023-04-22,2024-01-13,True
Book flight tickets,Low,Work,2023-10-28,2024-04-26,False
Take groceries,Low,Work,2023-04-27,2023-06-25,False
Join gym session,Medium,Personal,2023-02-25,2024-05-28,False
Send emails,Low,Personal,2023-01-25,2023-12-23,False
Visit doctor,High,Work,2023-10-18,2024-03-17,True
Call plumber,Low,Personal,2023-05-20,2024-05-25,False
Plan weekend trip,High,Work,2024-07-19,2024-09-30,True
Book flight tickets,Medium,Personal,2023-01-08,2023-07-13,True
Go to school,Low,Work,2023-11-10,2023-11-28,False
Buy birthday gift,Medium,Personal,2023-01-21,2023-11-30,True
Call plumber,High,Work,2023-04-22,2023-09-09,False
Buy birthday gift,Low,Personal,2024-04-22,2024-05-17,False
Complete meeting,Medium,Personal,2024-05-29,2024-08-27,True
Prepare presentation,Medium,Work,2024-03-05,2024-04-14,True
Work on project,High,Work,2023-09-16,2024-11-28,False
Read book,Low,Personal,2023-05-03,2023-11-16,True
Take stationary,High,Personal,2024-04-30,2024-09-12,False
Go to bank,Low,Work,2023-11-02,2024-02-28,True
Take groceries,Medium,Personal,2024-04-13,2024-07-25,False
Renew library membership,Medium,Work,2024-10-01,2024-10-21,True
Join gym session,High,Work,2024-03-11,2024-04-24,False
Call plumber,Low,Personal,2023-04-28,2024-09-19,False
Complete meeting,Low,Personal,2023-04-25,2024-07-18,True
Book flight tickets,High,Work,2023-07-16,2023-07-26,True
Go to school,High,Personal,2023-04-03,2024-11-15,True
Read book,Medium,Personal,2023-01-21,2023-07-21,True
Prepare presentation,High,Work,2023-06-26,2023-07-15,False
Complete meeting,Medium,Work,2024-06-28,2024-11-23,True
Write report,Medium,Personal,2023-01-15,2024-07-02,False
Call plumber,Medium,Work,2023-03-11,2023-11-22,True
Write report,High,Work,2023-09-08,2023-11-15,False
Read book,High,Work,2024-01-07,2024-10-24,True
Call plumber,Low,Personal,2023-05-04,2023-08-31,False
Write report,Low,Personal,2024-02-06,2024-12-05,True
Organize desk,High,Work,2024-07-10,2024-08-30,False
Schedule car service,High,Work,2023-01-22,2024-11-17,False
Plan weekend trip,Low,Work,2023-09-08,2023-11-14,True
Send emails,Low,Work,2023-11-26,2024-05-30,True
Book flight tickets,Low,Work,2023-10-08,2024-04-16,True
Organize desk,Medium,Work,2023-05-12,2024-01-22,False
Buy birthday gift,High,Work,2024-01-31,2024-09-19,True
Prepare presentation,High,Personal,2023-04-06,2024-11-25,False
Organize desk,Low,Personal,2023-02-05,2023-02-28,True
Buy birthday gift,High,Personal,2024-05-03,2024-07-13,True
Call plumber,Low,Work,2023-07-14,2024-07-18,False
Plan weekend trip,Medium,Personal,2023-08-26,2023-10-15,True
Plan weekend trip,Low,Work,2023-05-19,2023-12-29,True
Join gym session,Medium,Personal,2023-06-08,2024-08-01,False
Book flight tickets,Medium,Personal,2023-04-27,2024-07-15,True
Take stationary,Medium,Personal,2024-04-06,2024-05-07,False
Go to bank,Medium,Work,2024-01-03,2024-05-02,False
Send emails,Medium,Personal,2023-12-05,2024-10-28,True
Go to school,Low,Personal,2023-07-13,2024-03-24,False
Write report,Medium,Work,2023-08-08,2024-03-14,True
Buy birthday gift,Low,Personal,2023-05-30,2023-12-28,False
Book flight tickets,High,Work,2023-06-14,2024-09-28,False
Call plumber,Medium,Work,2023-02-14,2024-07-18,True
Read book,High,Work,2023-01-13,2024-01-29,True
Work on project,High,Work,2023-03-27,2024-05-11,True
Attend seminar,High,Personal,2023-03-11,2024-05-18,True
Plan weekend trip,High,Personal,2024-03-14,2024-12-19,True
Organize desk,High,Personal,2023-06-23,2023-06-25,False
Prepare presentation,High,Personal,2023-10-21,2024-03-30,True
Book flight tickets,Low,Work,2024-04-04,2024-06-17,True
Plan weekend trip,Medium,Work,2023-02-27,2024-06-13,False
Buy birthday gift,Low,Work,2023-06-07,2023-09-15,True
Complete meeting,Medium,Work,2023-10-03,2024-10-22,True
Schedule car service,Medium,Personal,2024-08-12,2024-12-19,False
Plan weekend trip,Low,Work,2023-06-17,2024-06-12,True
Call plumber,Medium,Work,2024-01-28,2024-01-30,True
Plan weekend trip,High,Work,2023-06-07,2024-06-15,False
Go to school,Low,Work,2023-06-06,2024-11-07,True
Schedule car service,Low,Work,2024-06-04,2024-11-06,True
Take stationary,Medium,Work,2023-01-08,2024-02-14,False
Attend seminar,Low,Work,2023-02-05,2023-03-26,True
Visit doctor,Low,Work,2023-03-09,2024-09-26,True
Visit doctor,High,Work,2023-11-13,2024-01-14,False
Write report,High,Work,2023-05-16,2023-12-07,False
Attend seminar,High,Work,2024-09-23,2024-12-21,True
Schedule car service,Medium,Personal,2023-09-06,2023-11-03,True
Call plumber,Medium,Work,2024-01-26,2024-09-25,False
Call plumber,High,Work,2023-08-20,2023-09-09,False
Prepare presentation,Low,Personal,2024-01-25,2024-08-29,False
Go to school,Medium,Personal,2023-06-28,2024-03-24,True
Go to school,Low,Personal,2023-02-19,2023-12-29,True
Buy birthday gift,High,Work,2023-05-05,2023-11-23,False
Renew library membership,High,Personal,2023-08-19,2024-11-24,False
Schedule car service,Low,Work,2024-08-12,2024-09-05,True
Write report,Medium,Personal,2024-05-11,2024-06-25,True
Go to school,Medium,Personal,2024-06-13,2024-08-11,False
Plan weekend trip,High,Personal,2023-08-17,2023-09-10,True
Join gym session,High,Personal,2023-10-01,2024-01-10,False
Renew library membership,Low,Work,2023-01-18,2023-06-29,True
Go to school,Medium,Work,2023-02-02,2023-06-12,False
Attend seminar,Medium,Work,2024-06-28,2024-11-15,True
Read book,Medium,Work,2023-12-28,2024-11-11,False
Visit doctor,Medium,Personal,2023-03-05,2024-02-26,True
Book flight tickets,Low,Work,2023-03-07,2023-04-14,True
Call plumber,High,Work,2023-09-20,2023-10-08,False
Write report,Low,Personal,2023-05-01,2024-11-04,True
Buy birthday gift,High,Personal,2023-11-20,2024-12-07,False
Send emails,Low,Personal,2023-05-31,2024-03-07,True
Write report,High,Personal,2023-08-23,2024-03-05,False
Go to school,Low,Personal,2024-08-09,2024-10-07,True
Write report,Medium,Personal,2023-04-12,2024-10-25,True
Join gym session,Low,Work,2023-03-23,2024-01-07,False
Send emails,Medium,Work,2024-05-19,2024-06-09,True
Go to school,High,Work,2023-09-03,2024-02-26,True
Book flight tickets,High,Personal,2024-04-03,2024-11-17,True
Go to bank,High,Personal,2024-02-09,2024-07-07,True
Plan weekend trip,Medium,Personal,2023-11-15,2024-01-22,True
Complete meeting,Medium,Personal,2023-12-17,2024-09-05,True
Plan weekend trip,Medium,Personal,2024-10-30,2024-12-06,True
Read book,Low,Personal,2023-04-14,2023-11-30,False
Complete meeting,Low,Personal,2023-01-03,2024-11-26,False
Attend seminar,High,Work,2023-02-28,2023-03-13,True
Attend seminar,Low,Personal,2023-12-24,2024-06-01,True
Plan weekend trip,Medium,Personal,2024-06-11,2024-07-27,False
Send emails,Low,Personal,2023-07-01,2023-10-21,True
Call plumber,High,Personal,2023-08-16,2023-09-05,True
Plan weekend trip,High,Work,2023-08-08,2023-10-06,True
Go to bank,High,Personal,2023-02-04,2024-04-13,False
Plan weekend trip,Medium,Work,2023-06-24,2024-08-20,False
Renew library membership,Medium,Personal,2024-01-13,2024-08-19,True
Buy birthday gift,Medium,Personal,2023-08-28,2023-11-17,False
Organize desk,Low,Work,2023-10-16,2024-01-06,False
Join gym session,Medium,Personal,2023-04-17,2023-05-01,False
Attend seminar,Medium,Work,2023-10-30,2024-06-28,False
Read book,Medium,Personal,2023-04-04,2024-09-03,True
Organize desk,Medium,Work,2023-09-17,2024-10-25,False
Take groceries,Low,Personal,2023-04-01,2024-11-07,False
Renew library membership,Medium,Personal,2023-08-14,2024-03-28,True
Call plumber,Medium,Work,2023-08-26,2023-10-26,False
Read book,Low,Work,2024-01-13,2024-11-25,True
Send emails,Medium,Personal,2023-03-18,2024-07-20,True
Book flight tickets,High,Work,2023-01-24,2024-05-15,True
Read book,High,Personal,2023-08-08,2024-10-06,True
Take groceries,High,Personal,2023-03-08,2024-09-27,True
Take groceries,High,Personal,2023-08-17,2024-06-30,True
Book flight tickets,Low,Personal,2023-04-02,2023-08-28,False
Book flight tickets,Medium,Work,2023-06-27,2023-09-16,False
Plan weekend trip,Low,Work,2024-02-12,2024-09-08,True
Take stationary,Medium,Personal,2023-05-16,2024-07-27,True
Work on project,Low,Personal,2023-12-30,2024-02-22,False
Prepare presentation,Medium,Personal,2023-03-09,2023-08-15,False
Organize desk,Medium,Personal,2023-01-03,2024-09-04,True
Organize desk,Medium,Personal,2023-07-16,2024-01-10,True
Book flight tickets,High,Personal,2023-03-02,2024-06-13,True
Send emails,Medium,Personal,2024-02-05,2024-10-27,False
Schedule car service,Medium,Work,2023-05-23,2023-11-08,True
